Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,Weather_Condition,Junction,Crossing,Railway_Crossing,Stop_Sign,Speed_Breaker,Severity
Urban,Damaged,61.375881856107206,60,Bus,28.342686038013483,52.35602806782444,458.5307899169718,Storm,Crossroad,1,0,0,1,High
Urban,Damaged,32.037444082026965,60,Bike,28.212208729118416,39.02816149537668,671.7424430245911,Storm,T-Junction,0,0,0,1,High
Rural,Dry,99.44816448035814,80,Bus,30.79852132248072,26.61863097507557,37.874040725302095,Rainy,No,0,0,0,1,Medium
Rural,Dry,75.38365661287361,80,Bike,35.48246085787318,78.7425235652309,207.1148236341321,Foggy,No,1,1,0,0,Medium
Urban,Wet,64.70791203862589,60,Bike,24.319796507291386,96.17108066465173,714.2780444174882,Foggy,No,1,1,1,0,High
Urban,Damaged,57.13749579418994,60,Car,39.68234870923193,99.67169524102015,712.1347707192778,Foggy,T-Junction,0,1,0,0,High
Rural,Damaged,71.88850946298534,80,Truck,19.22132155934437,86.14333586402033,77.7784472682052,Storm,Crossroad,1,1,0,0,High
Highway,Dry,77.83989860252225,100,Car,39.082496141125304,43.60062775165837,52.82600875863765,Foggy,No,0,0,1,0,Medium
Rural,Dry,96.25321646912,80,Bus,31.953846264984872,84.8780854121007,245.24827310469487,Foggy,T-Junction,0,0,1,0,Medium
Highway,Dry,97.8079944553375,100,Bike,37.64527103315531,98.06944157798064,65.54769955154832,Foggy,No,0,0,0,0,High
Rural,Snow,88.64603436016294,80,Bus,26.8501473740292,93.30167277236922,452.171945532348,Rainy,Crossroad,0,0,1,0,Medium
Urban,Dry,52.19125057139108,60,Truck,17.22386099044535,40.303015867802,179.79046729460586,Clear,Crossroad,1,0,1,1,Medium
Highway,Damaged,101.0296855679105,100,Bus,39.236119258428204,68.79478284794939,651.7431083728163,Rainy,Crossroad,1,1,0,1,High
Urban,Wet,74.38434135916388,60,Bus,32.76150205141069,63.021712792769776,256.08858611844323,Clear,No,1,0,1,1,Medium
Rural,Wet,95.03299347514942,80,Bus,11.64336471206481,77.9272844324082,416.74176510336065,Clear,No,1,0,1,1,Medium
Highway,Snow,107.88259034914402,100,Car,23.20834045562064,66.04468806179702,407.74337851711493,Storm,Crossroad,0,1,1,1,High
Rural,Snow,69.38499283313406,80,Bus,25.819045056006924,61.24336649206984,485.3288556697758,Foggy,Crossroad,1,1,1,0,High
Urban,Dry,61.53338156628155,60,Car,25.842508548119724,23.030331491469784,372.0190433632247,Rainy,Crossroad,1,1,1,1,Medium
Highway,Damaged,103.46266732758552,100,Bus,12.187243564503586,64.34643165657891,269.57993424701556,Storm,No,0,0,0,1,High
Rural,Wet,85.19404604157452,80,Bus,29.09339093653336,76.31803174810985,136.9327626080027,Storm,No,0,1,1,1,High
Urban,Snow,72.24045734810572,60,Car,34.404341415772606,57.17804457063642,354.63107684239554,Storm,T-Junction,1,0,1,1,High
Rural,Dry,90.50816656315241,80,Car,33.987666862316615,87.67375487040674,783.9591074567277,Storm,Crossroad,1,0,1,1,High
Urban,Snow,67.4580748588771,60,Bike,10.527162118114372,26.201756080839136,972.483140634468,Foggy,No,1,1,1,1,High
Highway,Wet,108.22995351886432,100,Car,21.080978398072165,45.06434071700753,395.9802712452846,Storm,No,0,1,0,0,High
Highway,Damaged,117.12689353796272,100,Bus,24.108895949436167,69.49986260277839,673.8290131181042,Foggy,T-Junction,0,0,0,1,High
Urban,Dry,81.92187949607991,60,Bike,21.50545509814253,39.90749716760292,144.8578264748445,Clear,No,0,1,0,0,High
Urban,Wet,75.76242410950883,60,Car,32.69309215117917,84.85144264997759,598.5548960763713,Rainy,Crossroad,0,0,1,0,Medium
Rural,Wet,69.62588647917921,80,Bike,39.51167571037301,32.026074525502615,616.434506392901,Clear,Crossroad,0,0,0,0,Medium
Urban,Snow,68.47443925004012,60,Car,14.898557902564903,94.83668742776003,458.5860034922417,Storm,Crossroad,0,0,0,1,High
Rural,Wet,74.97236857103053,80,Bike,19.640866649389075,32.28930840574453,970.1137379089354,Clear,T-Junction,1,0,1,1,High
Rural,Dry,38.50723028023645,80,Truck,25.66435904193021,91.94874976953015,115.73305431104065,Storm,Crossroad,1,0,0,1,High
Rural,Damaged,63.48848738222821,80,Bike,35.343727233600134,37.143760373381845,412.12194300164157,Rainy,T-Junction,1,0,0,0,High
Rural,Dry,71.56386448478813,80,Bike,38.844310133295814,88.19225026061555,910.1485734877722,Rainy,No,0,1,1,1,Medium
Highway,Snow,92.66810111077645,100,Car,14.494816598845812,76.08773001155433,824.1167026812126,Clear,No,0,0,1,0,Low
Highway,Dry,72.55993485259438,100,Truck,24.82185781658964,87.47588502608201,547.5784987508549,Foggy,Crossroad,1,0,1,0,Medium
Highway,Dry,78.90193849064406,100,Car,34.29354330551213,70.05023206927194,16.06093029196911,Rainy,Crossroad,1,0,1,0,Medium
Highway,Wet,115.23754094819483,100,Bike,24.918671396881003,58.4059450540517,509.3525595948984,Clear,T-Junction,0,0,1,1,High
Urban,Wet,39.30791873655261,60,Bus,33.93522602249493,61.71196930831401,582.2853087257954,Rainy,No,1,1,0,0,Medium
Urban,Damaged,29.24479289871882,60,Bike,34.41006474233828,37.9948731359344,972.9911207905834,Foggy,No,0,1,0,0,High
Urban,Snow,29.97581831775514,60,Bus,11.154674484166355,78.9533995469853,500.5435551362538,Storm,No,0,0,1,0,Medium
Urban,Damaged,70.79837006660037,60,Car,38.69604539594238,35.093238420033536,249.06236096614015,Clear,Crossroad,1,0,0,0,High
Highway,Wet,113.11235060922886,100,Bike,22.164201998645414,51.575447292011845,741.5535621280793,Clear,Crossroad,1,0,1,0,High
Urban,Snow,74.2816844523889,60,Truck,23.695251565206725,38.23228708936236,894.0103038242531,Rainy,No,1,1,1,0,Medium
Rural,Snow,74.00031215628655,80,Bus,35.974470363397444,51.57745933548513,720.3190721203845,Rainy,T-Junction,1,0,0,0,Medium
Urban,Wet,57.34953170498106,60,Bus,25.714643744210335,56.50356252967137,71.80876327112426,Clear,Crossroad,0,0,1,0,Medium
Rural,Snow,71.62561489465456,80,Bus,11.321327731940906,37.37772731803254,994.7855239905506,Storm,T-Junction,0,0,1,1,Medium
Rural,Wet,82.65770451429348,80,Bike,39.828035776501764,57.70550718106848,413.84845618404745,Foggy,T-Junction,1,1,0,1,High
Rural,Wet,80.06254663886295,80,Bike,14.99091381713382,68.78818397829671,410.3518641506075,Storm,T-Junction,0,1,0,1,High
Rural,Damaged,107.2212272962935,80,Bike,32.58301322499035,62.75513561773589,918.2440624030411,Clear,T-Junction,1,1,1,0,High
Highway,Dry,87.5546492704261,100,Car,38.64017279199565,66.94467492924805,887.623470141003,Rainy,T-Junction,0,0,0,1,Low
Rural,Wet,76.28644449336093,80,Car,33.32503453707264,27.096468024620933,484.0763280889142,Rainy,Crossroad,0,1,1,0,Medium
Rural,Snow,75.9203965506695,80,Bus,12.319549248941389,47.45308440317607,255.5088923827528,Clear,No,0,0,1,0,Low
Rural,Dry,50.57220894374256,80,Bus,23.264496450586243,45.131648640517795,248.81612266449102,Clear,T-Junction,1,0,0,1,Low
Rural,Dry,96.49336863067673,80,Bike,32.03113491595556,40.84194505390187,986.6048721520009,Clear,T-Junction,0,1,0,0,High
Rural,Damaged,85.42808571840276,80,Bike,23.90512021556528,77.55497089249792,842.8858741915234,Foggy,Crossroad,0,1,1,1,High
Urban,Damaged,20.0,60,Bike,29.856410060018487,32.3542900230718,352.4712075016707,Clear,No,1,1,1,0,Medium
Rural,Damaged,86.55989690000695,80,Truck,32.46368673342457,66.59828488285811,776.1735711908569,Foggy,T-Junction,1,1,1,0,High
Highway,Snow,107.41906935282785,100,Car,11.573873643358644,74.216630916962,11.881405032029988,Rainy,No,0,0,0,1,High
Urban,Snow,63.775858423517064,60,Truck,15.997719396427815,88.4621601622178,104.00558516849821,Clear,No,1,0,0,1,High
Rural,Dry,87.8526462732327,80,Bike,15.2728884749957,61.09528349568424,728.060120179819,Foggy,No,1,0,0,0,High
Urban,Snow,54.83289961698109,60,Truck,38.05540033266776,84.63602707136141,150.71115155473544,Clear,No,0,1,0,0,Medium
Highway,Wet,117.19483923989998,100,Car,14.884361783115263,41.23164094086006,287.58544645552774,Foggy,Crossroad,1,1,0,0,High
Highway,Snow,123.6178328679911,100,Bike,38.79686820481341,23.710343636204307,934.1141477399134,Foggy,No,1,1,1,1,High
Highway,Wet,83.35086704397573,100,Bus,20.266882498892414,42.79846432110521,730.6322178793947,Rainy,T-Junction,1,1,0,1,Medium
Rural,Wet,83.84243661127151,80,Bike,20.72545301737427,43.1922946940687,822.4632704083543,Clear,T-Junction,0,1,0,0,High
Highway,Snow,91.11120800126163,100,Car,32.08197528990006,21.88848209917886,767.8747754169119,Foggy,No,1,1,1,0,Medium
Rural,Dry,105.90673392295162,80,Truck,19.446622801398917,86.90059405244513,852.9597850720494,Rainy,Crossroad,0,1,0,1,Medium
Highway,Dry,95.75602108380623,100,Car,14.453602665043768,42.83892691269323,511.4646181187381,Foggy,Crossroad,1,1,1,0,Medium
Highway,Wet,84.6817907989317,100,Truck,21.50029884855595,24.82008466050095,194.5893906626778,Clear,No,1,0,0,0,Medium
Urban,Wet,62.89032427765448,60,Car,14.503047726417183,49.34205182376654,746.7952393749721,Clear,No,1,1,0,0,Medium
Urban,Dry,47.89465365135776,60,Bus,24.51772364335747,63.75174576911691,456.49729299083793,Clear,Crossroad,0,1,1,1,Low
Rural,Damaged,71.14685235757861,80,Car,18.64811471169265,56.320804786612904,897.1149603030988,Rainy,T-Junction,1,0,0,1,Medium
Highway,Damaged,99.67262861569222,100,Truck,38.37221698638605,21.45826025369864,423.2318781179484,Clear,No,1,0,0,0,Medium
Urban,Wet,71.74057048618931,60,Bike,24.642012702193004,73.79641159681782,86.73299826771715,Rainy,T-Junction,1,1,0,0,High
Urban,Wet,60.559634153263445,60,Truck,14.317823587016097,28.974753547119416,975.8475393854228,Foggy,No,0,0,0,0,High
Urban,Wet,72.8575862106895,60,Bike,27.629694336746734,69.63122641968161,686.9098833665666,Clear,Crossroad,1,1,0,0,High
Highway,Damaged,97.81799043878495,100,Truck,10.826265164746925,85.07780226563845,47.77433198904427,Clear,No,0,0,0,0,Medium
Highway,Dry,73.13500233045998,100,Truck,14.134563783436626,91.85134382405239,170.59497213276128,Clear,T-Junction,0,1,0,1,Medium
Highway,Damaged,90.26916285920066,100,Bus,23.37209698874605,94.16321018566389,922.6650696470455,Clear,T-Junction,1,1,1,0,Medium
Urban,Snow,90.67599844931591,60,Bus,21.413543394472995,76.2126026070713,283.79997899300844,Storm,No,0,1,0,1,High
Highway,Dry,96.22574295607674,100,Bus,34.32468749209458,86.28176180999753,604.2050437094744,Storm,No,0,0,1,1,Low
Highway,Dry,71.58518923265987,100,Truck,28.6022269084037,24.000627087044926,33.205211353381245,Rainy,Crossroad,0,0,0,1,Medium
Rural,Damaged,61.5988745615316,80,Bus,30.924351930904304,75.74064891516677,781.290624955424,Rainy,T-Junction,0,0,1,1,Medium
Rural,Dry,83.13145143530537,80,Bike,19.822809178034326,66.1288804518235,668.042272467007,Clear,T-Junction,0,0,0,1,Medium
Urban,Damaged,60.24153793500617,60,Car,36.276167785985514,83.07131100401898,668.6701413023605,Clear,Crossroad,0,1,0,0,High
Rural,Dry,77.87861300892688,80,Bus,27.39193804504935,41.96608651774107,780.4767562088047,Foggy,No,1,1,1,0,Medium
Urban,Wet,82.91685452798484,60,Truck,17.158812597038892,55.90029781741491,302.503891788176,Storm,No,1,0,0,1,High
Urban,Snow,73.31688830181254,60,Truck,18.87047589231916,74.40849489406374,794.2625053969416,Clear,T-Junction,0,0,1,0,Medium
Highway,Damaged,112.19302902141752,100,Bike,23.791287714951146,99.23982796958339,209.33214700574456,Rainy,No,1,1,0,1,High
Urban,Snow,31.82644722228633,60,Bus,32.99171683028709,41.835176944664234,437.0873802622298,Foggy,Crossroad,1,1,0,0,High
Highway,Dry,119.47040311133583,100,Car,15.172477447390616,94.9176427224258,29.68074043489244,Clear,No,1,1,1,0,Medium
Urban,Wet,63.91490174083308,60,Bus,21.70633266631473,52.82819826585652,128.1218460964987,Storm,Crossroad,0,1,0,0,High
Urban,Wet,58.26599709951378,60,Car,36.977664808220126,32.05730962251784,936.8523421255468,Storm,No,0,0,1,0,Medium
Rural,Snow,110.5003972100618,80,Bike,21.965395622922365,35.10282374407002,880.959188140844,Storm,No,0,1,0,1,High
Rural,Wet,54.00667562845598,80,Bike,34.55225332436484,91.12532944074134,452.0575202869393,Clear,T-Junction,1,1,1,1,High
Highway,Wet,119.83912398573547,100,Car,30.25665586092464,55.51677706477249,766.3660017555624,Storm,Crossroad,1,1,0,1,High
Urban,Dry,43.32941378379905,60,Car,30.936510077977406,61.70281510907501,602.5669408817321,Foggy,Crossroad,0,0,1,1,Medium
Highway,Snow,94.40917670461178,100,Car,15.580755473447862,88.18281436525663,427.6102273720064,Foggy,T-Junction,0,1,1,0,High
Rural,Snow,70.75206684989107,80,Truck,38.96626248225121,43.560762198964284,190.3142326164603,Clear,No,1,1,1,0,Medium
Rural,Snow,59.82496985716995,80,Bike,38.85408549524185,28.848096556638634,883.1558402892517,Clear,T-Junction,1,0,1,0,High
Highway,Wet,100.89185844300755,100,Truck,24.84182845134064,98.52395436053725,294.60937961084005,Rainy,T-Junction,1,0,0,1,High
Rural,Wet,59.472775596803395,80,Bike,29.104295618796915,30.63197634537169,426.4024821542724,Foggy,No,0,1,1,1,High
Highway,Snow,91.66195834842524,100,Bus,38.436634720237635,20.81935688166996,129.09582523818779,Foggy,T-Junction,1,0,0,1,High
Rural,Damaged,71.47869888648466,80,Bike,22.10769394828902,24.735551128759,358.37582281813656,Rainy,T-Junction,1,0,1,0,High
Rural,Snow,67.42102734963626,80,Truck,34.95311188508005,42.60146937035429,90.3735574037841,Clear,Crossroad,1,0,0,0,High
Rural,Wet,92.81632360860198,80,Truck,12.84995550009705,52.02141312974373,623.8536783376276,Storm,No,1,0,0,1,High
Rural,Wet,53.16709846356305,80,Bus,17.63069349393477,89.35468047381146,607.9481765336662,Rainy,Crossroad,0,0,0,1,Medium
Rural,Damaged,98.43980675025753,80,Bike,28.30377541865736,93.0022233743482,373.33445342535555,Clear,T-Junction,0,0,0,0,High
Rural,Damaged,83.03643646614877,80,Bus,30.18175525938155,82.54704905058873,870.6362123739358,Storm,T-Junction,1,1,1,1,High
Highway,Wet,114.96426492645311,100,Bike,16.336183394887804,52.14679389289599,951.8876484080553,Storm,No,1,0,0,0,High
Highway,Damaged,88.95132263504584,100,Bus,12.329413566442971,93.49801661630178,182.98095135245407,Rainy,T-Junction,0,0,0,1,Medium
Highway,Dry,87.11532127864005,100,Car,10.515377187275304,59.5029145496956,584.5489857023388,Foggy,No,0,1,0,0,Medium
Highway,Wet,80.22497383120745,100,Bus,20.968266568447234,75.23631454297536,703.4494059136711,Storm,T-Junction,0,1,0,1,High
Rural,Dry,83.81745742670495,80,Bus,12.278820536250826,67.87367933220513,176.04927177953633,Foggy,No,0,1,0,0,High
Highway,Dry,104.95592328639574,100,Car,31.595854024321017,87.3808169533196,204.90208006821078,Storm,Crossroad,0,0,1,0,Medium
Rural,Damaged,93.80156784653563,80,Truck,25.78765454155249,48.11355936782773,665.3401385712372,Clear,No,0,1,0,1,Medium
Rural,Snow,58.895748388201085,80,Bus,15.082826382145706,43.21499556908425,603.4036234169088,Storm,T-Junction,0,1,1,0,High
Highway,Damaged,98.79203779536213,100,Car,15.999897356701464,42.27717229114277,361.11081217799943,Storm,Crossroad,0,0,1,1,Medium
Urban,Dry,59.240066868337074,60,Bus,19.7761435287876,37.097470918311465,309.21386169500664,Storm,T-Junction,1,0,0,1,Medium
Rural,Snow,57.68365979075047,80,Truck,30.915685633411798,28.694819453112395,547.099369107586,Rainy,T-Junction,0,0,0,1,Medium
Rural,Dry,101.5596171563723,80,Truck,37.57332161171136,40.515573292919015,849.6303571920595,Rainy,T-Junction,0,0,0,1,Medium
Rural,Damaged,73.5621166136287,80,Truck,19.74510095935203,86.49978935174596,785.1422468099423,Rainy,No,1,0,0,0,Medium
Highway,Snow,122.97813690462472,100,Truck,15.656556137780822,22.028953498031747,967.3683218690281,Storm,No,0,0,1,1,High
Rural,Dry,73.43408603276048,80,Car,30.20450732138679,54.660721210892916,171.50116411323404,Clear,No,1,1,0,0,Medium
Rural,Damaged,70.8671424411131,80,Car,39.99633506196567,77.92672229515173,713.7666762946408,Foggy,T-Junction,0,1,1,1,High
Rural,Wet,77.21927913149928,80,Bike,18.189712730990994,89.89983905234281,968.0383652915888,Clear,T-Junction,0,0,1,0,Medium
Rural,Wet,83.24447203824444,80,Bike,34.04170383917062,34.94003382294795,516.6517938650021,Storm,No,0,1,0,0,High
Urban,Wet,70.30707912141827,60,Bus,11.570595377929179,90.0555526921987,439.3178045198065,Foggy,T-Junction,0,1,1,1,High
Highway,Damaged,79.6941341163583,100,Truck,34.27649326414798,34.62801096892677,288.03990324448085,Storm,Crossroad,0,1,1,1,High
Urban,Snow,56.19216086436207,60,Bike,10.126235714722041,77.25054792138967,523.8772168170439,Storm,No,1,1,0,1,High
Highway,Wet,80.10868532243771,100,Bus,11.582198174721018,51.10814628394966,786.3534931009797,Rainy,T-Junction,1,1,0,1,Medium
Urban,Wet,61.89383394643047,60,Truck,35.847433588234765,34.11319161724424,852.0408589104971,Clear,T-Junction,1,1,0,1,High
Urban,Dry,46.51745607639439,60,Bike,20.022783422581252,97.30794352863927,146.45129526561888,Storm,No,0,1,1,0,High
Highway,Snow,119.52683342843684,100,Bus,31.311281300332123,76.49786576554193,256.28689776960215,Rainy,Crossroad,1,1,1,0,High
Urban,Dry,84.18857690589712,60,Car,25.10046616045726,98.57743242520738,347.87688087415023,Storm,T-Junction,0,0,1,1,High
Highway,Dry,128.19355342295745,100,Bike,36.019797734031364,49.34211886236906,938.18205356805,Rainy,T-Junction,0,0,1,0,High
Highway,Dry,119.96676473856486,100,Bus,26.89829289356871,63.191343469878696,228.82346473189733,Rainy,T-Junction,1,0,0,1,Medium
Rural,Wet,72.02332964776703,80,Car,32.088923255450155,43.62088036173902,171.78986277556166,Clear,T-Junction,1,0,0,0,High
Urban,Dry,58.65745169890145,60,Truck,10.770064731020309,59.92334350306525,969.3952186170983,Storm,No,0,0,1,1,Low
Urban,Snow,76.53226987194157,60,Bike,32.190373382902884,36.70100304825822,752.8502407733438,Storm,No,0,0,1,0,High
Rural,Snow,64.82984546084204,80,Bike,20.833386343342802,42.547181165537246,989.4393552312498,Rainy,T-Junction,0,0,1,0,Medium
Highway,Snow,71.94393703600795,100,Car,32.10353377167674,55.98431842963205,706.0605908768639,Clear,No,0,0,1,1,Low
Urban,Dry,62.704839206843644,60,Bike,13.353249977903621,43.45794398950348,183.8393298658488,Foggy,T-Junction,0,1,0,1,High
Highway,Snow,99.8263358005628,100,Car,12.99745984067891,31.63872514278072,855.8740982112643,Storm,Crossroad,0,0,0,0,Medium
Highway,Dry,80.29248918579457,100,Car,32.97053780897389,29.7957696289168,119.13676083190508,Clear,No,1,1,0,1,Medium
Rural,Snow,86.04619807849664,80,Bus,28.982119410552148,96.0283513386065,802.574040692476,Foggy,Crossroad,0,0,0,0,High
Rural,Snow,91.9932574343699,80,Car,30.733178678445977,46.090529636286064,153.8384239908522,Storm,No,1,0,1,0,High
Urban,Wet,56.39831895243567,60,Bike,11.234966671808577,82.24409877986687,492.87770656749683,Rainy,T-Junction,0,1,1,1,High
Highway,Snow,98.44846890701137,100,Bike,12.08053808677806,50.84468483699471,225.55623230813674,Foggy,No,0,0,0,1,High
Rural,Damaged,78.01877255087935,80,Truck,36.38907361969467,41.95731126882146,887.0168947135605,Rainy,No,0,1,0,1,Medium
Urban,Dry,80.60888791407908,60,Car,24.78798844435879,35.07181104313159,125.49443796341642,Foggy,Crossroad,1,0,0,1,High
Urban,Snow,58.01371501049263,60,Bus,29.787471790475298,55.531673073889785,663.5907348201752,Rainy,Crossroad,1,0,1,1,Medium
Urban,Dry,36.896633962049165,60,Car,33.77547309666601,56.65067395602125,930.8019999049214,Foggy,No,1,0,0,0,Medium
Highway,Snow,112.49746233028333,100,Bike,24.192328910469882,87.00197867066264,633.7954861125398,Rainy,Crossroad,0,0,1,0,High
Urban,Wet,32.92190791155701,60,Truck,27.341060975297466,40.45315396221024,659.2019039915189,Storm,No,0,1,1,0,Medium
Rural,Snow,66.35791822004232,80,Truck,14.984769410693055,74.14026462237598,686.2278817141724,Clear,No,0,0,0,0,Low
Urban,Damaged,43.42016688855229,60,Car,23.418755886860353,84.02817727170635,10.557931993240855,Rainy,T-Junction,0,1,1,0,High
Urban,Snow,78.28438589752443,60,Car,29.036318694451467,89.69479127294031,633.8100643503532,Rainy,No,1,1,0,0,Medium
Rural,Damaged,65.3162496517748,80,Bike,27.93918467066844,34.01156906256023,736.7962033507312,Storm,T-Junction,0,1,0,1,High
Urban,Wet,33.62523712891016,60,Bus,29.183679580822695,53.84085352582994,155.2056076159109,Foggy,T-Junction,1,1,0,1,High
Urban,Snow,77.62013042159685,60,Bike,11.241501208527392,44.48260361228805,906.9641782647471,Rainy,Crossroad,1,0,0,0,High
Highway,Snow,118.5657833558313,100,Bike,20.62954812734845,21.833853484422974,502.3309824444172,Rainy,No,0,1,0,1,High
Urban,Damaged,35.28879915689946,60,Bike,11.848700371006583,44.112171907088,341.0679835319475,Rainy,No,0,1,0,0,Medium
Highway,Wet,88.83526412711021,100,Bike,25.022281146385644,29.574631816789612,526.5700419468989,Clear,No,1,0,1,1,Medium
Rural,Snow,101.11915937344901,80,Bike,26.07884403584346,79.57814057433336,169.09628244349798,Rainy,Crossroad,0,0,1,0,High
Rural,Damaged,84.0616568141351,80,Car,39.28241314142242,93.8218354878421,521.9464613775255,Foggy,T-Junction,1,0,0,1,High
Highway,Wet,93.09513711665353,100,Truck,25.077491586599965,36.431320597794596,825.4118753184255,Clear,T-Junction,1,0,0,0,Medium
Urban,Dry,73.57621375474113,60,Truck,26.23160660877286,62.99283623316563,15.046166957368865,Storm,T-Junction,1,0,1,0,High
Highway,Damaged,104.87602315111583,100,Car,26.152004876804032,73.07735343986539,168.09354750202493,Clear,Crossroad,0,0,1,0,High
Highway,Wet,101.28446636247364,100,Bus,29.7545950848082,58.77182084104422,972.3714677340336,Storm,Crossroad,0,1,0,1,High
Urban,Dry,36.75871694526961,60,Car,18.883163141279645,31.99686983634536,71.66412491388093,Foggy,No,0,0,1,0,Medium
Urban,Damaged,48.35476953696373,60,Bus,25.97831729795905,71.46138134392609,124.01594737343802,Foggy,No,1,1,0,1,High
Urban,Dry,76.42449020821756,60,Car,21.625790382088702,98.34212541215292,716.27744928138,Foggy,Crossroad,0,1,0,0,High
Rural,Damaged,78.67523710553198,80,Car,18.35093593099843,20.585999620395512,508.86854965458497,Clear,Crossroad,0,0,0,0,Medium
Urban,Dry,59.031131355268364,60,Bike,30.366390712853224,69.15597059153568,168.87960752424328,Rainy,Crossroad,0,1,1,0,High
Rural,Dry,57.91390482895758,80,Truck,21.69654460858889,58.67323986783987,224.5415848467956,Foggy,No,1,0,1,1,Medium
Highway,Damaged,116.78721115607422,100,Bike,18.306700828779405,44.046568206827274,49.56153133457589,Foggy,T-Junction,0,0,1,0,High
Rural,Snow,70.19244516163846,80,Bike,13.122784831470913,56.420572249456185,776.3448318189335,Foggy,Crossroad,0,1,1,1,High
Urban,Wet,61.6262517265487,60,Truck,21.93277219573589,77.98081312217406,476.14412762542713,Clear,T-Junction,0,1,0,1,High
Highway,Snow,96.73658116069267,100,Car,29.538573853853702,29.52951912616787,340.23705835194716,Foggy,No,0,0,0,1,Medium
Rural,Snow,85.85620712886079,80,Bus,36.869738730139275,51.038654583019124,760.681552811723,Storm,Crossroad,0,1,1,0,High
Rural,Wet,103.81604108523939,80,Truck,15.493792821886766,60.74000164113948,244.1633943879563,Storm,T-Junction,1,0,1,1,High
Urban,Wet,28.94400716615849,60,Truck,22.8032217982639,27.193408621073267,680.825538472432,Rainy,No,1,1,0,0,Medium
Highway,Snow,108.14034166572489,100,Bike,13.139144292054809,94.32801975907995,678.7824701831913,Rainy,No,1,1,0,0,High
Highway,Snow,111.15727449304089,100,Bike,34.96416233010639,28.74133939461334,726.1191565264684,Clear,T-Junction,0,1,1,0,High
Highway,Dry,93.24073347983604,100,Car,25.46856020474531,72.90917943952388,934.778021827568,Rainy,No,0,1,0,0,Low
Urban,Damaged,74.94282912749767,60,Car,17.92870250748058,36.32260152207227,921.6141728623098,Clear,Crossroad,0,1,1,0,High
Highway,Snow,111.63027244083935,100,Bus,21.958630792773285,52.97383984608993,710.5740731552638,Clear,T-Junction,0,0,0,1,Medium
Highway,Snow,84.26992013607645,100,Car,30.8422458748242,55.80207616303006,17.347390547896314,Clear,Crossroad,0,1,1,1,High
Urban,Wet,79.71135665291,60,Car,17.002825429038445,60.120945116914235,117.60575612300568,Rainy,No,1,1,0,1,High
Rural,Damaged,83.20174668992695,80,Car,27.73324248933677,29.22548528045313,712.7536767519173,Storm,No,1,1,1,0,High
Rural,Snow,44.5734487456491,80,Truck,21.613562274137823,91.56800112576336,855.9160235047536,Storm,No,1,0,1,1,Medium
Rural,Snow,85.0779738955125,80,Bus,37.894153227628706,67.73606853884351,54.886722054093276,Storm,Crossroad,1,0,1,0,High
Urban,Dry,66.5123091359021,60,Bus,13.032562510382913,20.580146634398204,433.30584543049747,Storm,No,1,0,1,1,Medium
Highway,Dry,100.38079640742315,100,Bus,35.83713140739539,25.307540545416494,952.199890861191,Foggy,Crossroad,1,0,1,1,High
Urban,Dry,50.474368751559155,60,Bus,24.353586693935025,36.674532181377224,732.0851469333109,Foggy,T-Junction,0,1,0,0,Medium
Rural,Wet,63.837841687167646,80,Bike,17.768166675893927,50.068674447630926,376.188366439891,Storm,No,0,0,1,1,High
Rural,Dry,64.80041887138508,80,Car,37.96473085394403,23.310641927118418,381.6960091408816,Clear,T-Junction,0,0,1,0,Low
Highway,Wet,108.63634370828908,100,Car,30.26498430215854,34.78508698017777,969.0379238090427,Foggy,T-Junction,1,1,1,0,High
Urban,Dry,95.1892920342084,60,Bus,17.862853077780127,40.75136698603656,157.81964505564562,Foggy,T-Junction,0,0,0,1,High
Rural,Dry,98.18892098453975,80,Car,15.195833972450473,95.45654087931808,74.23775248908018,Foggy,T-Junction,1,0,1,0,High
Urban,Dry,73.50105398994735,60,Bike,33.858715200441864,71.44498581719742,381.97434673429814,Foggy,Crossroad,0,0,0,1,High
Highway,Snow,96.38435703250003,100,Car,21.48774167469469,52.89211265449048,876.9022627028614,Foggy,T-Junction,1,1,1,0,High
Highway,Damaged,100.78214014702858,100,Bus,31.131873874264347,89.4186271758711,632.2961276222859,Rainy,No,0,1,0,0,Medium
Urban,Dry,43.46182712991506,60,Bus,34.183736785776006,86.7667351294958,386.9882695938626,Rainy,No,1,1,1,1,Low
Urban,Dry,93.88748141203982,60,Car,15.117255652007989,82.15644498904223,218.93910193002608,Clear,No,0,1,0,0,Medium
Highway,Snow,100.87839321101644,100,Bike,11.578224694634798,76.90013090608177,479.4684972509239,Storm,No,0,0,1,0,High
Urban,Damaged,73.0178764744087,60,Car,37.07863110145898,92.66659162209041,412.74561832641746,Clear,T-Junction,1,0,0,0,High
Highway,Wet,112.64185463267465,100,Truck,10.11482646613922,61.59298199158101,705.346479923031,Storm,No,1,1,1,1,High
Rural,Wet,83.22279943650103,80,Bike,39.16098963636414,93.48364385067268,802.9429498538232,Rainy,Crossroad,1,1,0,1,High
Highway,Wet,122.98278766546265,100,Bus,33.827233100666945,93.85217954100239,170.83974013246126,Rainy,T-Junction,0,0,1,0,High
Highway,Dry,89.93849880781072,100,Truck,25.24440147436742,25.623110407217837,769.9592108933545,Foggy,T-Junction,0,0,1,1,Medium
